transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash,event_time,time_since_last_tx_tmp,time_since_last_transaction_imp,hour_of_day,day_of_week,is_weekend,month,txns_1h,amt_24h,uniq_rcv_7d,avg_gap_mins_10
T4295516,2023-11-09T06:11:15.354Z,ACC359820,ACC285428,27.17,transfer,utilities,Berlin,web,False,764.0690136252779,-1.32,11.0,0.11,ACH,191.56.19.127,D3484293,2023-11-09T06:11:15.354Z,764.0690136252779,764.0690136252779,6,5,0,11,0,0.0,0,60542.41666666666
T436740,2023-12-08T09:17:11.664Z,ACC263297,ACC654005,1015.76,deposit,travel,New York,pos,False,,1.54,7.0,0.0,UPI,60.135.59.109,D3824680,2023-12-08T09:17:11.664Z,,2566.543702108889,9,6,0,12,0,0.0,0,65201.55
T2972784,2023-11-29T04:05:00.074Z,ACC439805,ACC993997,1443.18,deposit,utilities,Toronto,atm,False,5862.002730878611,-0.44,8.0,0.23,ACH,75.1.173.143,D5913046,2023-11-29T04:05:00.074Z,5862.002730878611,5862.002730878611,4,4,0,11,0,0.0,0,43644.56999999999
T431733,2023-11-07T23:23:46.082Z,ACC271522,ACC461042,438.24,withdrawal,online,Toronto,mobile,False,,1.34,6.0,0.76,card,148.101.216.169,D2526714,2023-11-07T23:23:46.082Z,,2566.543702108889,23,3,0,11,0,0.0,0,121518.32222222222
T2366234,2023-12-19T07:16:52.496Z,ACC133169,ACC189045,22.58,payment,entertainment,Sydney,pos,False,1837.0354679022223,-2.33,2.0,0.0,ACH,184.176.121.248,D8768421,2023-12-19T07:16:52.496Z,1837.0354679022223,1837.0354679022223,7,3,0,12,0,0.0,0,37821.98888888889
T3056499,2023-11-09T19:24:20.214Z,ACC596553,ACC622536,66.02,payment,entertainment,Sydney,mobile,False,3179.129629293611,-0.71,15.0,0.86,wire_transfer,236.107.217.255,D3870787,2023-11-09T19:24:20.214Z,3179.129629293611,3179.129629293611,19,5,0,11,0,0.0,0,90559.58333333331
T1434519,2023-11-21T10:16:23.926Z,ACC602563,ACC780183,1125.81,deposit,retail,Toronto,web,False,4509.988562792222,-0.32,17.0,0.07,ACH,120.215.24.157,D8400002,2023-11-21T10:16:23.926Z,4509.988562792222,4509.988562792222,10,3,0,11,0,0.0,0,53729.83055555556
T471390,2023-11-26T06:27:57.208Z,ACC290624,ACC313703,30.41,transfer,travel,London,mobile,False,,-1.34,14.0,0.22,card,33.186.248.48,D4638314,2023-11-26T06:27:57.208Z,,2566.543702108889,6,1,1,11,0,0.0,0,75866.21666666667
T2514423,2023-11-22T22:20:41.801Z,ACC691885,ACC946637,14.23,payment,utilities,Berlin,web,False,,0.72,11.0,0.3,ACH,233.69.165.65,D9292046,2023-11-22T22:20:41.801Z,,2566.543702108889,22,4,0,11,0,0.0,0,9999.0
T2963899,2023-11-23T06:57:23.514Z,ACC395566,ACC773111,175.78,withdrawal,restaurant,Tokyo,web,False,309.3564377861111,0.6,13.0,0.03,ACH,163.34.232.119,D7985652,2023-11-23T06:57:23.514Z,309.3564377861111,309.3564377861111,6,5,0,11,0,0.0,0,88657.17916666667
T3583591,2023-12-07T17:47:34.862Z,ACC184268,ACC909364,370.1,withdrawal,restaurant,London,atm,False,7090.468199410834,-1.3,4.0,0.6,UPI,82.98.12.246,D4976697,2023-12-07T17:47:34.862Z,7090.468199410834,7090.468199410834,17,5,0,12,0,0.0,0,363714.7
T669926,2023-12-23T13:00:19.899Z,ACC252921,ACC475712,6.99,payment,online,Sydney,atm,False,,-0.4,3.0,0.3,wire_transfer,117.137.56.59,D5589034,2023-12-23T13:00:19.899Z,,2566.543702108889,13,7,1,12,0,0.0,0,37236.13095238096
T4846315,2023-12-07T14:44:57.964Z,ACC687148,ACC342208,1400.1,deposit,entertainment,Dubai,web,False,4318.562340703055,1.31,1.0,0.8,ACH,14.236.118.184,D9017752,2023-12-07T14:44:57.964Z,4318.562340703055,4318.562340703055,14,5,0,12,0,0.0,0,32225.358333333334
T886794,2023-12-04T01:32:14.262Z,ACC971253,ACC436823,72.79,payment,grocery,Berlin,web,False,,-0.46,8.0,0.23,card,196.20.180.184,D5279621,2023-12-04T01:32:14.262Z,,2566.543702108889,1,2,0,12,0,0.0,0,78178.62222222221
T261231,2023-11-23T06:56:45.944Z,ACC576155,ACC334578,648.09,deposit,restaurant,Berlin,mobile,False,,-0.1,11.0,0.82,wire_transfer,25.186.168.86,D4215229,2023-11-23T06:56:45.944Z,,2566.543702108889,6,5,0,11,0,0.0,0,87961.77222222222
T4620489,2023-12-06T16:52:18.196Z,ACC448867,ACC563439,75.83,transfer,restaurant,Toronto,pos,False,1774.0511579188887,-0.04,17.0,0.96,ACH,172.104.29.239,D8476637,2023-12-06T16:52:18.196Z,1774.0511579188887,1774.0511579188887,16,4,0,12,0,0.0,0,30183.83333333333
T1075645,2023-12-28T00:00:49.735Z,ACC220307,ACC324004,226.01,payment,travel,Sydney,pos,False,6638.305141062222,0.05,20.0,0.83,card,105.210.14.125,D4462956,2023-12-28T00:00:49.735Z,6638.305141062222,6638.305141062222,0,5,0,12,0,0.0,0,88002.73749999999
T3741549,2023-11-07T14:25:59.144Z,ACC167771,ACC586561,38.91,transfer,other,New York,pos,False,-1122.6116732547223,1.19,13.0,0.19,card,107.60.141.102,D6455678,2023-11-07T14:25:59.144Z,1122.6116732547223,1122.6116732547223,14,3,0,11,0,0.0,0,75707.61111111111
T1956118,2023-12-03T19:28:51.139Z,ACC959709,ACC897008,74.99,transfer,online,Berlin,web,False,5948.712968276111,1.21,15.0,0.29,ACH,151.54.151.6,D7484779,2023-12-03T19:28:51.139Z,5948.712968276111,5948.712968276111,19,1,1,12,0,0.0,0,43583.70238095238
T5092761,2023-11-10T10:40:39.391Z,ACC363124,ACC884943,107.58,payment,other,London,web,False,1324.0187026697222,1.48,1.0,0.3,UPI,153.53.69.153,D2893916,2023-11-10T10:40:39.391Z,1324.0187026697222,1324.0187026697222,10,6,0,11,0,0.0,0,28063.066666666666
T5020284,2023-12-27T15:38:47.819Z,ACC514891,ACC320970,747.86,deposit,entertainment,Singapore,web,False,7399.999998178056,-2.07,3.0,0.66,ACH,49.173.237.122,D3527139,2023-12-27T15:38:47.819Z,7399.999998178056,7399.999998178056,15,4,0,12,0,0.0,0,60941.45555555556
T343247,2023-12-05T05:25:43.473Z,ACC344770,ACC483851,0.01,withdrawal,retail,Tokyo,pos,False,,0.7,20.0,0.21,ACH,111.37.229.198,D7237402,2023-12-05T05:25:43.473Z,,2566.543702108889,5,3,0,12,0,0.0,0,62072.07777777778
T480045,2023-12-13T19:43:11.050Z,ACC633464,ACC266554,17.01,transfer,online,Singapore,pos,False,,-0.8,4.0,0.81,ACH,59.253.196.214,D5211844,2023-12-13T19:43:11.050Z,,2566.543702108889,19,4,0,12,0,0.0,0,11023.0
T1612800,2023-12-20T17:43:55.063Z,ACC296329,ACC690369,381.29,withdrawal,online,Tokyo,atm,False,,1.23,1.0,0.69,UPI,226.38.47.120,D3145334,2023-12-20T17:43:55.063Z,,2566.543702108889,17,4,0,12,0,0.0,0,15989.783333333333
T3097707,2023-12-10T21:13:57.558Z,ACC935073,ACC342918,1196.06,deposit,travel,Berlin,atm,False,6416.573772816666,1.02,12.0,0.67,wire_transfer,122.88.212.209,D3561321,2023-12-10T21:13:57.558Z,6416.573772816666,6416.573772816666,21,1,1,12,0,0.0,0,91569.7125
T522241,2023-12-07T11:52:01.336Z,ACC480609,ACC866995,93.24,payment,other,Singapore,mobile,False,,0.8,15.0,0.17,ACH,198.11.193.187,D2086262,2023-12-07T11:52:01.336Z,,2566.543702108889,11,5,0,12,0,0.0,0,117720.58888888887
T5006647,2023-11-22T15:50:46.504Z,ACC920792,ACC163867,8.83,payment,utilities,Tokyo,mobile,False,1534.8623583647222,0.17,10.0,0.41,card,223.167.248.44,D5385618,2023-11-22T15:50:46.504Z,1534.8623583647222,1534.8623583647222,15,4,0,11,0,0.0,0,46816.79583333333
T5037905,2023-12-28T01:24:34.039Z,ACC616933,ACC962144,2050.19,deposit,utilities,London,mobile,False,668.8814695058334,-1.52,6.0,0.26,UPI,111.36.72.75,D6640767,2023-12-28T01:24:34.039Z,668.8814695058334,668.8814695058334,1,5,0,12,0,0.0,0,60724.653333333335
T3718809,2023-12-26T02:57:23.445Z,ACC121982,ACC997655,226.06,withdrawal,online,Sydney,web,False,3231.986521215278,-0.4,8.0,0.98,card,249.183.127.107,D1035412,2023-12-26T02:57:23.445Z,3231.986521215278,3231.986521215278,2,3,0,12,0,299.09,1,27281.76166666667
T3404952,2023-11-22T14:13:51.607Z,ACC379432,ACC499438,646.07,deposit,entertainment,Sydney,atm,False,3371.228060950556,0.71,4.0,0.62,wire_transfer,228.83.4.6,D2029038,2023-11-22T14:13:51.607Z,3371.228060950556,3371.228060950556,14,4,0,11,0,0.0,0,54606.13333333334
T3455925,2023-11-16T22:22:01.823Z,ACC905655,ACC286693,407.58,withdrawal,travel,New York,mobile,False,1896.6720391419444,-0.1,6.0,0.63,card,252.168.38.53,D7610609,2023-11-16T22:22:01.823Z,1896.6720391419444,1896.6720391419444,22,5,0,11,0,0.0,1,51231.84523809525
T974796,2023-11-23T22:07:04.257Z,ACC275920,ACC524133,608.03,withdrawal,travel,Singapore,pos,False,,-0.48,19.0,0.26,wire_transfer,190.40.152.141,D8467492,2023-11-23T22:07:04.257Z,,2566.543702108889,22,5,0,11,0,0.0,0,99038.91666666669
T3154330,2023-12-07T13:29:26.158Z,ACC535547,ACC637658,28.37,transfer,utilities,New York,atm,False,2739.1505595791664,-1.03,6.0,0.63,card,76.59.207.121,D3010653,2023-12-07T13:29:26.158Z,2739.1505595791664,2739.1505595791664,13,5,0,12,0,0.0,0,53183.86111111112
T3348158,2023-11-16T00:15:10.270Z,ACC254525,ACC588965,684.24,withdrawal,travel,Toronto,mobile,False,1947.889158628056,-0.59,10.0,0.66,card,242.170.204.232,D1024507,2023-11-16T00:15:10.270Z,1947.889158628056,1947.889158628056,0,5,0,11,0,0.0,0,48730.33888888889
T2825315,2023-11-26T21:38:32.052Z,ACC812009,ACC603327,43.97,payment,utilities,Toronto,mobile,False,6934.92836106,-0.62,13.0,0.63,card,119.18.233.101,D3829415,2023-11-26T21:38:32.052Z,6934.92836106,6934.92836106,21,1,1,11,0,0.0,0,60287.958333333336
T554289,2023-11-13T00:37:52.129Z,ACC537805,ACC134354,719.54,deposit,restaurant,Sydney,pos,False,,0.33,9.0,0.87,wire_transfer,102.207.156.177,D8171086,2023-11-13T00:37:52.129Z,,2566.543702108889,0,2,0,11,0,0.0,0,54423.88333333333
T3631372,2023-12-03T16:59:03.780Z,ACC117427,ACC127170,1276.5,deposit,entertainment,Tokyo,mobile,False,1707.6352355619445,-0.04,4.0,0.64,card,60.252.24.181,D4427145,2023-12-03T16:59:03.780Z,1707.6352355619445,1707.6352355619445,16,1,1,12,0,0.0,0,34359.9375
T2339953,2023-12-22T05:52:00.084Z,ACC512998,ACC899657,16.16,transfer,retail,Dubai,web,False,3924.482318259167,0.35,6.0,0.1,UPI,28.106.64.200,D9726890,2023-12-22T05:52:00.084Z,3924.482318259167,3924.482318259167,5,6,0,12,0,0.0,0,9999.0
T939951,2023-11-09T01:30:48.507Z,ACC527018,ACC181259,4.06,transfer,other,New York,mobile,False,,-0.55,4.0,0.55,ACH,179.121.229.36,D3494216,2023-11-09T01:30:48.507Z,,2566.543702108889,1,5,0,11,0,0.0,0,77508.77500000001
T4120871,2023-12-16T06:10:13.660Z,ACC225709,ACC660954,1208.3,deposit,retail,Dubai,pos,False,6256.650480849166,-0.97,9.0,0.63,UPI,31.250.147.58,D3649746,2023-12-16T06:10:13.660Z,6256.650480849166,6256.650480849166,6,7,1,12,0,0.0,0,129715.43333333332
T2551497,2023-12-12T13:45:34.468Z,ACC599636,ACC439253,338.1,payment,entertainment,Toronto,atm,False,7325.799571666111,1.4,10.0,0.13,card,226.202.108.249,D8047110,2023-12-12T13:45:34.468Z,7325.799571666111,7325.799571666111,13,3,0,12,0,0.0,0,57033.78333333335
T2539919,2023-12-12T16:25:33.493Z,ACC955556,ACC587112,201.25,payment,restaurant,New York,pos,False,3374.4851163036114,-1.01,8.0,0.53,card,45.100.43.2,D9803964,2023-12-12T16:25:33.493Z,3374.4851163036114,3374.4851163036114,16,3,0,12,0,0.0,0,39986.13148148148
T2386304,2023-11-24T07:47:10.116Z,ACC466244,ACC811070,51.41,payment,grocery,Sydney,atm,False,,0.85,12.0,0.56,card,156.229.190.102,D6076181,2023-11-24T07:47:10.116Z,,2566.543702108889,7,6,0,11,0,0.0,0,50318.52142857143
T1038987,2023-11-16T09:57:01.369Z,ACC753961,ACC323829,214.01,withdrawal,entertainment,Dubai,atm,False,1695.1124839633333,-0.85,18.0,0.85,ACH,252.60.168.213,D3657681,2023-11-16T09:57:01.369Z,1695.1124839633333,1695.1124839633333,9,5,0,11,0,0.0,0,69240.36
T3235647,2023-11-26T14:43:13.807Z,ACC406696,ACC310361,281.25,withdrawal,retail,Dubai,atm,False,6647.739747812499,0.24,14.0,0.46,card,216.47.174.34,D1534643,2023-11-26T14:43:13.807Z,6647.739747812499,6647.739747812499,14,1,1,11,0,0.0,0,35498.34285714286
T1660124,2023-11-23T23:56:17.890Z,ACC523009,ACC367774,3.88,payment,restaurant,London,atm,False,25.2632911975,-1.06,11.0,0.4,card,82.236.43.74,D3328073,2023-11-23T23:56:17.890Z,25.2632911975,25.2632911975,23,5,0,11,0,0.0,1,41707.75
T1630800,2023-12-02T12:46:34.786Z,ACC627491,ACC823983,49.53,transfer,grocery,London,mobile,False,3024.492206041389,-1.76,16.0,0.65,ACH,119.170.224.71,D1189441,2023-12-02T12:46:34.786Z,3024.492206041389,3024.492206041389,12,7,1,12,0,0.0,0,64530.193333333336
T1504592,2023-11-19T00:53:41.778Z,ACC472367,ACC159817,240.55,withdrawal,retail,London,atm,False,-1041.6269995061111,-1.94,6.0,0.49,wire_transfer,179.184.95.57,D8080801,2023-11-19T00:53:41.778Z,1041.6269995061111,1041.6269995061111,0,1,1,11,0,0.0,0,67106.09999999999
T1150171,2023-11-29T09:31:58.403Z,ACC808209,ACC646960,1016.41,deposit,online,New York,atm,False,,-0.39,19.0,0.88,card,26.213.56.139,D6923932,2023-11-29T09:31:58.403Z,,2566.543702108889,9,4,0,11,0,0.0,0,114532.55
T2509310,2023-11-24T02:30:31.291Z,ACC535931,ACC599228,321.47,withdrawal,grocery,Berlin,atm,False,1012.7406347222222,0.6,17.0,0.67,ACH,135.31.66.84,D4051666,2023-11-24T02:30:31.291Z,1012.7406347222222,1012.7406347222222,2,6,0,11,0,0.0,0,72061.60333333335
T3954386,2023-12-30T15:08:42.449Z,ACC600498,ACC573293,24.93,transfer,other,Singapore,web,False,3367.8637324375004,-1.29,4.0,0.73,ACH,81.244.76.49,D7989966,2023-12-30T15:08:42.449Z,3367.8637324375004,3367.8637324375004,15,7,1,12,0,0.0,0,139155.9
T3241679,2023-12-28T10:03:40.257Z,ACC870956,ACC206393,898.62,deposit,online,London,atm,False,7967.788345491666,-0.84,14.0,0.44,wire_transfer,202.31.43.121,D8456282,2023-12-28T10:03:40.257Z,7967.788345491666,7967.788345491666,10,5,0,12,0,0.0,0,70345.56333333332
T2129663,2023-12-07T14:27:39.474Z,ACC720137,ACC279350,93.39,payment,retail,New York,web,False,7016.612021601944,-1.38,14.0,0.82,ACH,82.205.123.74,D3255271,2023-12-07T14:27:39.474Z,7016.612021601944,7016.612021601944,14,5,0,12,0,0.0,1,104098.1375
T4887168,2023-12-31T16:14:52.454Z,ACC425634,ACC269213,86.72,payment,grocery,Berlin,mobile,False,1670.3083271355554,-1.71,6.0,0.51,ACH,102.204.95.109,D1848532,2023-12-31T16:14:52.454Z,1670.3083271355554,1670.3083271355554,16,1,1,12,0,0.0,0,106900.025
T1688120,2023-12-17T14:14:25.603Z,ACC127357,ACC334423,423.67,withdrawal,grocery,Dubai,web,False,1967.7726951766665,-1.0,6.0,0.11,wire_transfer,52.197.119.126,D1059916,2023-12-17T14:14:25.603Z,1967.7726951766665,1967.7726951766665,14,1,1,12,0,0.0,0,97168.5625
T3520840,2023-11-30T11:35:40.662Z,ACC502433,ACC336296,188.08,withdrawal,other,Singapore,mobile,False,3796.808637434444,0.15,5.0,0.29,card,44.156.226.23,D8185114,2023-11-30T11:35:40.662Z,3796.808637434444,3796.808637434444,11,5,0,11,0,0.0,0,41736.28095238096
T1099487,2023-12-26T12:58:55.563Z,ACC834182,ACC790731,931.07,deposit,grocery,Toronto,atm,False,,-0.56,11.0,1.0,card,100.69.114.144,D2424671,2023-12-26T12:58:55.563Z,,2566.543702108889,12,3,0,12,0,0.0,0,40945.42222222222
T3594614,2023-11-14T11:11:42.205Z,ACC673718,ACC658364,282.02,payment,utilities,Berlin,mobile,True,191.6389125380556,0.43,13.0,0.91,UPI,248.243.5.166,D1555054,2023-11-14T11:11:42.205Z,191.6389125380556,191.6389125380556,11,3,0,11,0,0.0,0,9999.0
T973585,2023-11-17T10:36:33.243Z,ACC125133,ACC328756,20.82,transfer,restaurant,Toronto,pos,False,,0.64,11.0,0.97,ACH,48.167.248.136,D3319157,2023-11-17T10:36:33.243Z,,2566.543702108889,10,6,0,11,0,0.0,0,125184.17777777778
T464610,2023-11-09T16:28:41.088Z,ACC450208,ACC599163,431.58,withdrawal,online,Singapore,pos,False,,-0.72,12.0,0.46,ACH,88.88.236.7,D9502207,2023-11-09T16:28:41.088Z,,2566.543702108889,16,5,0,11,0,0.0,0,59710.63611111112
T1434622,2023-11-25T10:40:18.949Z,ACC456835,ACC581615,569.58,withdrawal,grocery,New York,mobile,False,4122.6682341363885,1.24,17.0,0.25,UPI,233.209.36.10,D4156774,2023-11-25T10:40:18.949Z,4122.6682341363885,4122.6682341363885,10,7,1,11,0,0.0,0,74744.48666666666
T1669016,2023-12-04T02:07:20.669Z,ACC462303,ACC768882,54.35,withdrawal,other,Singapore,atm,False,,-0.19,6.0,0.79,wire_transfer,35.191.84.53,D6720250,2023-12-04T02:07:20.669Z,,2566.543702108889,2,2,0,12,0,0.0,0,9999.0
T4495649,2023-11-24T13:51:54.044Z,ACC100596,ACC219080,23.51,transfer,retail,Singapore,pos,False,6695.077340764166,-0.22,17.0,0.42,wire_transfer,255.145.44.226,D7801798,2023-11-24T13:51:54.044Z,6695.077340764166,6695.077340764166,13,6,0,11,0,0.0,0,130058.39166666666
T966484,2023-12-17T22:36:41.479Z,ACC918412,ACC441938,104.91,payment,travel,Sydney,pos,False,,1.46,1.0,0.18,card,167.6.243.148,D4332398,2023-12-17T22:36:41.479Z,,2566.543702108889,22,1,1,12,0,0.0,0,387091.8666666666
T2518257,2023-12-15T21:34:09.361Z,ACC356273,ACC652936,5.29,transfer,other,Singapore,atm,False,4906.309854008333,1.26,19.0,0.35,UPI,125.52.208.223,D2564691,2023-12-15T21:34:09.361Z,4906.309854008333,4906.309854008333,21,6,0,12,0,0.0,0,93728.0375
T5018928,2023-11-25T04:28:03.477Z,ACC335202,ACC206479,676.41,deposit,grocery,Singapore,atm,False,5270.069665620556,-0.18,14.0,0.75,card,100.12.170.81,D7525540,2023-11-25T04:28:03.477Z,5270.069665620556,5270.069665620556,4,7,1,11,0,0.0,0,38785.662500000006
T2248451,2023-11-15T11:54:16.811Z,ACC818334,ACC676447,224.65,withdrawal,restaurant,London,atm,False,-384.3633195130556,-0.44,17.0,0.76,ACH,242.13.210.27,D6692009,2023-11-15T11:54:16.811Z,384.3633195130556,384.3633195130556,11,4,0,11,0,0.0,0,164541.95
T3239531,2023-11-27T17:09:47.053Z,ACC845738,ACC788650,1239.26,deposit,online,Dubai,web,False,6392.996556295833,-2.0,13.0,0.15,ACH,231.137.76.33,D4517329,2023-11-27T17:09:47.053Z,6392.996556295833,6392.996556295833,17,2,0,11,0,0.0,0,59934.02777777778
T796819,2023-11-15T12:25:09.378Z,ACC941121,ACC398885,11.48,transfer,travel,London,atm,False,,-0.37,19.0,0.46,ACH,59.202.239.91,D3867314,2023-11-15T12:25:09.378Z,,2566.543702108889,12,4,0,11,0,0.0,0,9999.0
T1907792,2023-11-15T08:06:26.045Z,ACC814271,ACC542105,1512.05,deposit,retail,Dubai,pos,False,,-0.45,13.0,0.16,card,199.254.159.213,D4869608,2023-11-15T08:06:26.045Z,,2566.543702108889,8,4,0,11,0,0.0,0,158502.41666666666
T2501337,2023-12-20T13:08:23.242Z,ACC347667,ACC166858,0.55,payment,restaurant,Singapore,mobile,False,5284.719976841667,0.92,11.0,0.92,ACH,154.9.179.146,D7853241,2023-12-20T13:08:23.242Z,5284.719976841667,5284.719976841667,13,4,0,12,0,0.0,0,129915.4611111111
T2319761,2023-11-15T00:20:48.498Z,ACC780123,ACC177365,35.05,transfer,online,Berlin,mobile,False,3193.9711642766665,0.12,16.0,0.77,card,12.20.102.189,D5156731,2023-11-15T00:20:48.498Z,3193.9711642766665,3193.9711642766665,0,4,0,11,0,0.0,0,66946.49583333333
T4381979,2023-11-18T08:07:21.091Z,ACC853669,ACC971564,315.56,payment,restaurant,New York,web,False,3724.049988801944,-0.28,8.0,0.27,card,5.116.68.77,D2253188,2023-11-18T08:07:21.091Z,3724.049988801944,3724.049988801944,8,7,1,11,0,0.0,1,60472.659523809525
T5043853,2023-11-16T19:13:55.696Z,ACC310807,ACC878445,439.6,withdrawal,grocery,Tokyo,web,False,7504.5624764375,1.67,3.0,0.23,wire_transfer,62.131.166.135,D4937413,2023-11-16T19:13:55.696Z,7504.5624764375,7504.5624764375,19,5,0,11,0,0.0,0,116763.9722222222
T531075,2023-12-14T01:20:40.340Z,ACC684025,ACC937332,949.82,deposit,online,Berlin,mobile,False,,-1.55,19.0,0.37,wire_transfer,141.174.50.158,D5417441,2023-12-14T01:20:40.340Z,,2566.543702108889,1,5,0,12,0,0.0,1,50081.61666666667
T3634649,2023-11-16T19:32:55.164Z,ACC371398,ACC181097,9.03,transfer,other,Singapore,mobile,False,728.9050529441666,0.07,11.0,0.79,UPI,50.240.22.202,D5147063,2023-11-16T19:32:55.164Z,728.9050529441666,728.9050529441666,19,5,0,11,0,0.0,0,55414.75
T392902,2023-11-19T07:20:19.047Z,ACC791763,ACC111416,425.55,withdrawal,travel,New York,pos,False,3946.9944291352776,0.93,11.0,0.18,card,209.149.65.91,D9155522,2023-11-19T07:20:19.047Z,3946.9944291352776,3946.9944291352776,7,1,1,11,0,0.0,0,39391.40666666667
T3107190,2023-11-27T03:03:43.271Z,ACC123718,ACC294936,299.15,withdrawal,other,Berlin,pos,False,-334.5190639622222,-0.6,16.0,0.67,ACH,85.86.227.66,D8801668,2023-11-27T03:03:43.271Z,334.5190639622222,334.5190639622222,3,2,0,11,0,0.0,0,71015.16666666667
T515847,2023-12-31T10:30:46.023Z,ACC528081,ACC755130,16.48,transfer,online,Singapore,web,False,,1.19,20.0,0.91,ACH,86.1.157.140,D9609405,2023-12-31T10:30:46.023Z,,2566.543702108889,10,1,1,12,0,0.0,0,42751.333333333336
T3035536,2023-11-19T10:55:51.820Z,ACC864354,ACC812293,603.0,withdrawal,utilities,Dubai,mobile,False,4441.4487298175,0.38,5.0,0.36,ACH,89.156.23.201,D6582124,2023-11-19T10:55:51.820Z,4441.4487298175,4441.4487298175,10,1,1,11,0,0.0,0,40943.04166666666
T1725075,2023-11-10T19:13:17.559Z,ACC124064,ACC676982,264.38,withdrawal,entertainment,Singapore,pos,False,6118.974537807222,-1.56,12.0,0.87,wire_transfer,5.118.33.151,D5596035,2023-11-10T19:13:17.559Z,6118.974537807222,6118.974537807222,19,6,0,11,0,0.0,0,53318.25
T3513446,2023-11-24T15:57:05.492Z,ACC630990,ACC195081,16.35,transfer,other,New York,web,False,1467.756660849722,1.44,7.0,0.77,ACH,195.226.29.59,D4414241,2023-11-24T15:57:05.492Z,1467.756660849722,1467.756660849722,15,6,0,11,0,0.0,0,57252.12222222222
T252125,2023-12-14T07:14:19.029Z,ACC881596,ACC755589,258.81,withdrawal,entertainment,Tokyo,atm,False,,0.19,14.0,0.14,ACH,194.102.86.50,D3457314,2023-12-14T07:14:19.029Z,,2566.543702108889,7,5,0,12,0,0.0,0,73480.16666666667
T786868,2023-11-20T03:09:11.561Z,ACC793370,ACC966215,31.63,payment,restaurant,New York,atm,False,,-0.51,19.0,0.06,ACH,161.207.200.12,D6789533,2023-11-20T03:09:11.561Z,,2566.543702108889,3,2,0,11,0,0.0,0,75226.31666666667
T3301840,2023-11-29T08:25:54.661Z,ACC530178,ACC537989,131.3,withdrawal,online,London,atm,False,5937.616250927777,1.09,11.0,0.45,card,71.147.27.208,D6288827,2023-11-29T08:25:54.661Z,5937.616250927777,5937.616250927777,8,4,0,11,0,0.0,0,48544.1
T3742887,2023-11-28T11:41:01.128Z,ACC842000,ACC450879,36.14,transfer,entertainment,Tokyo,mobile,False,4503.23441593,1.13,3.0,0.6,wire_transfer,23.68.241.17,D2262436,2023-11-28T11:41:01.128Z,4503.23441593,4503.23441593,11,3,0,11,0,0.0,0,46593.50952380952
T3251519,2023-12-15T06:38:49.639Z,ACC488781,ACC701335,663.35,deposit,utilities,London,web,False,4807.645592656945,0.25,10.0,0.05,card,106.228.4.213,D9403353,2023-12-15T06:38:49.639Z,4807.645592656945,4807.645592656945,6,6,0,12,0,0.0,0,107046.43888888892
T2577926,2023-12-15T14:36:25.066Z,ACC220608,ACC869357,0.01,withdrawal,entertainment,Dubai,mobile,False,1546.8973554066667,-0.46,20.0,0.35,ACH,31.169.126.187,D4325340,2023-12-15T14:36:25.066Z,1546.8973554066667,1546.8973554066667,14,6,0,12,0,0.0,0,165307.4
T4666758,2023-11-16T19:14:29.474Z,ACC392770,ACC251169,0.01,withdrawal,utilities,Singapore,atm,False,7150.666933398334,1.39,17.0,0.31,card,95.109.174.153,D4006869,2023-11-16T19:14:29.474Z,7150.666933398334,7150.666933398334,19,5,0,11,0,0.0,0,118753.31111111112
T4956276,2023-12-23T22:46:25.793Z,ACC636522,ACC395997,50.48,transfer,grocery,Toronto,mobile,False,4871.902751913055,-0.26,14.0,0.68,ACH,44.14.209.30,D1503235,2023-12-23T22:46:25.793Z,4871.902751913055,4871.902751913055,22,7,1,12,0,0.0,0,99834.89583333334
T4001329,2023-12-07T18:04:21.997Z,ACC975771,ACC174237,34.96,transfer,grocery,Tokyo,atm,False,-261.3499576138889,-0.01,8.0,0.66,ACH,248.123.57.15,D2602557,2023-12-07T18:04:21.997Z,261.3499576138889,261.3499576138889,18,5,0,12,0,0.0,0,9999.0
T2802858,2023-11-27T20:26:25.691Z,ACC369910,ACC457968,395.62,withdrawal,entertainment,Dubai,pos,False,7758.756756833889,1.2,9.0,0.55,wire_transfer,224.22.54.38,D7524897,2023-11-27T20:26:25.691Z,7758.756756833889,7758.756756833889,20,2,0,11,0,0.0,0,92918.49583333332
T3560036,2023-12-02T14:43:40.354Z,ACC141627,ACC135850,0.34,payment,utilities,Tokyo,web,False,4236.905507455,-0.72,16.0,0.09,wire_transfer,149.34.16.124,D3329081,2023-12-02T14:43:40.354Z,4236.905507455,4236.905507455,14,7,1,12,0,0.0,0,128784.3777777778
T383043,2023-12-25T04:31:49.575Z,ACC374081,ACC687013,16.26,transfer,online,Sydney,atm,False,,1.05,15.0,0.57,ACH,248.70.248.98,D7631189,2023-12-25T04:31:49.575Z,,2566.543702108889,4,2,0,12,0,0.0,0,60759.13809523809
